eventid, userid, eventtime, type, diffgold, diffpower, difflevel
2873,363,2022-12-17 07:39:59,3,0,0,1
2874,645,2022-12-17 07:40:13,2,91279,0,0
2875,478,2022-12-17 07:40:18,1,-79725,22063,0
2876,511,2022-12-17 07:40:32,3,0,0,1
2877,636,2022-12-17 07:40:53,3,0,0,2
2878,662,2022-12-17 07:41:17,3,0,0,2
2879,668,2022-12-17 07:41:47,1,-48159,54538,0
2880,150,2022-12-17 07:42:32,3,0,0,1
2881,15,2022-12-17 07:43:12,3,0,0,1
2882,578,2022-12-17 07:43:32,3,0,0,2
2883,987,2022-12-17 07:43:49,2,98719,0,0
2884,879,2022-12-17 07:44:27,1,-40612,15391,0
2885,77,2022-12-17 07:45:03,2,38913,0,0
2886,124,2022-12-17 07:45:10,1,-15645,5507,0
2887,497,2022-12-17 07:45:55,3,0,0,2
2888,305,2022-12-17 07:46:25,2,6797,0,0
2889,344,2022-12-17 07:46:52,1,-45239,81619,0
2890,815,2022-12-17 07:47:12,3,0,0,1
2891,804,2022-12-17 07:47:55,1,-86466,83428,0
2892,704,2022-12-17 07:48:20,3,0,0,1
2893,538,2022-12-17 07:49:02,3,0,0,2
2894,540,2022-12-17 07:49:17,2,16808,0,0
2895,827,2022-12-17 07:49:44,1,-92110,54962,0
2896,521,2022-12-17 07:50:01,1,-51785,33082,0
2897,329,2022-12-17 07:50:44,2,918,0,0
2898,442,2022-12-17 07:51:25,2,95339,0,0
2899,340,2022-12-17 07:51:55,2,2091,0,0
2900,757,2022-12-17 07:52:18,3,0,0,1
2901,836,2022-12-17 07:52:33,3,0,0,1
2902,732,2022-12-17 07:52:37,3,0,0,2
2903,104,2022-12-17 07:52:40,2,9591,0,0
2904,5,2022-12-17 07:53:24,3,0,0,1
2905,310,2022-12-17 07:54:13,3,0,0,2
2906,552,2022-12-17 07:54:52,3,0,0,1
2907,316,2022-12-17 07:55:11,1,-27112,61601,0
2908,166,2022-12-17 07:55:25,1,-35607,54188,0
2909,284,2022-12-17 07:55:29,1,-52461,29535,0
2910,248,2022-12-17 07:56:19,2,16192,0,0
2911,200,2022-12-17 07:56:57,1,-25870,29882,0
2912,429,2022-12-17 07:57:22,2,77910,0,0
2913,11,2022-12-17 07:58:05,3,0,0,2
2914,233,2022-12-17 07:58:46,1,-16365,72886,0
2915,889,2022-12-17 07:59:13,1,-87268,65024,0
2916,512,2022-12-17 07:59:40,2,83019,0,0
2917,823,2022-12-17 08:00:11,1,-27341,2453,0
2918,123,2022-12-17 08:00:52,2,19877,0,0
2919,256,2022-12-17 08:01:02,3,0,0,2
2920,464,2022-12-17 08:01:32,2,69658,0,0
2921,409,2022-12-17 08:01:39,2,78413,0,0
2922,279,2022-12-17 08:02:16,2,15867,0,0
2923,129,2022-12-17 08:02:17,2,44634,0,0
2924,143,2022-12-17 08:02:36,1,-68505,34122,0
2925,752,2022-12-17 08:02:38,3,0,0,1
2926,852,2022-12-17 08:03:04,1,-88404,20552,0
2927,648,2022-12-17 08:03:29,1,-27115,71149,0
2928,750,2022-12-17 08:04:11,3,0,0,1
2929,480,2022-12-17 08:04:32,2,95204,0,0
2930,413,2022-12-17 08:05:14,2,1159,0,0
2931,681,2022-12-17 08:05:32,2,37453,0,0
2932,668,2022-12-17 08:06:09,1,-40100,22953,0
2933,848,2022-12-17 08:06:47,2,42588,0,0
2934,404,2022-12-17 08:06:51,1,-76607,79732,0
2935,359,2022-12-17 08:06:58,2,54988,0,0
2936,222,2022-12-17 08:07:33,3,0,0,1
2937,707,2022-12-17 08:07:54,1,-64353,40170,0
2938,214,2022-12-17 08:08:32,1,-50241,6893,0
2939,665,2022-12-17 08:08:39,1,-32203,30484,0
2940,481,2022-12-17 08:08:50,3,0,0,2
2941,527,2022-12-17 08:09:35,1,-9328,51579,0
2942,936,2022-12-17 08:10:14,2,44769,0,0
2943,532,2022-12-17 08:10:19,1,-90708,55700,0
2944,576,2022-12-17 08:11:00,2,23841,0,0
2945,797,2022-12-17 08:11:14,2,1355,0,0
2946,523,2022-12-17 08:11:53,2,54176,0,0
2947,999,2022-12-17 08:12:33,1,-56690,53201,0
2948,15,2022-12-17 08:12:53,3,0,0,2
2949,49,2022-12-17 08:13:38,1,-55149,85996,0
2950,456,2022-12-17 08:14:17,2,25746,0,0
2951,668,2022-12-17 08:15:04,3,0,0,2
2952,911,2022-12-17 08:15:41,1,-11870,35361,0
2953,924,2022-12-17 08:16:01,1,-9884,98957,0
2954,794,2022-12-17 08:16:28,2,21629,0,0
2955,960,2022-12-17 08:17:04,3,0,0,2
2956,4,2022-12-17 08:17:39,1,-24814,68385,0
2957,516,2022-12-17 08:18:02,1,-82457,48143,0
2958,403,2022-12-17 08:18:25,1,-44935,9832,0
2959,779,2022-12-17 08:18:35,3,0,0,2
2960,26,2022-12-17 08:19:00,3,0,0,2
2961,27,2022-12-17 08:19:39,2,45803,0,0
2962,819,2022-12-17 08:20:16,3,0,0,2
2963,198,2022-12-17 08:20:43,3,0,0,1
2964,281,2022-12-17 08:21:23,2,10,0,0
2965,843,2022-12-17 08:21:59,1,-37177,92481,0
2966,960,2022-12-17 08:22:48,2,20727,0,0
2967,720,2022-12-17 08:23:04,1,-4898,95783,0
2968,800,2022-12-17 08:23:53,3,0,0,2
2969,384,2022-12-17 08:24:43,2,74247,0,0
2970,90,2022-12-17 08:24:45,2,91417,0,0
2971,429,2022-12-17 08:25:34,3,0,0,1
2972,323,2022-12-17 08:26:18,2,69027,0,0
2973,176,2022-12-17 08:26:56,2,17326,0,0
2974,273,2022-12-17 08:27:23,1,-27098,35416,0
2975,590,2022-12-17 08:27:25,1,-8588,76113,0
2976,37,2022-12-17 08:27:30,1,-55481,48302,0
2977,545,2022-12-17 08:28:05,2,63571,0,0
2978,282,2022-12-17 08:28:39,3,0,0,2
2979,194,2022-12-17 08:28:44,2,45105,0,0
2980,476,2022-12-17 08:29:05,1,-92065,79987,0
2981,580,2022-12-17 08:29:23,1,-91437,98122,0
2982,666,2022-12-17 08:29:51,2,8890,0,0
2983,614,2022-12-17 08:30:39,2,71145,0,0
2984,450,2022-12-17 08:31:29,2,10988,0,0
2985,733,2022-12-17 08:32:13,2,10005,0,0
2986,895,2022-12-17 08:32:50,1,-66188,7725,0
2987,857,2022-12-17 08:33:17,3,0,0,1
2988,808,2022-12-17 08:33:50,2,83940,0,0
2989,162,2022-12-17 08:34:16,3,0,0,2
2990,872,2022-12-17 08:34:22,3,0,0,2
2991,896,2022-12-17 08:35:09,1,-75526,76910,0
2992,158,2022-12-17 08:35:48,3,0,0,2
2993,193,2022-12-17 08:36:02,2,16740,0,0
2994,150,2022-12-17 08:36:28,1,-15201,99075,0
2995,891,2022-12-17 08:36:45,1,-74750,77624,0
2996,347,2022-12-17 08:37:02,1,-57868,3443,0
2997,70,2022-12-17 08:37:35,2,3441,0,0
2998,462,2022-12-17 08:37:43,2,50215,0,0
2999,96,2022-12-17 08:38:30,3,0,0,2
3000,675,2022-12-17 08:39:00,1,-69312,63060,0
3001,904,2022-12-17 08:39:48,1,-56574,87154,0
3002,840,2022-12-17 08:39:54,1,-87006,55230,0
3003,208,2022-12-17 08:40:23,1,-12517,81331,0
3004,1,2022-12-17 08:40:44,1,-59944,21901,0
3005,821,2022-12-17 08:40:58,2,11920,0,0
3006,865,2022-12-17 08:41:33,2,40156,0,0
3007,887,2022-12-17 08:41:37,2,49064,0,0
3008,805,2022-12-17 08:41:56,3,0,0,1
3009,635,2022-12-17 08:42:04,1,-87191,15642,0
3010,506,2022-12-17 08:42:34,2,91955,0,0
3011,287,2022-12-17 08:43:23,2,61148,0,0
3012,232,2022-12-17 08:43:41,2,27631,0,0
3013,18,2022-12-17 08:43:50,1,-56076,41860,0
3014,859,2022-12-17 08:44:11,2,44152,0,0
3015,680,2022-12-17 08:44:15,3,0,0,1
3016,480,2022-12-17 08:44:52,2,28894,0,0
3017,284,2022-12-17 08:45:41,2,94381,0,0
3018,671,2022-12-17 08:46:14,1,-6922,86882,0
3019,401,2022-12-17 08:46:32,1,-54810,58849,0
3020,876,2022-12-17 08:47:17,1,-27374,58230,0
3021,576,2022-12-17 08:47:39,2,94997,0,0
3022,282,2022-12-17 08:48:25,3,0,0,1
3023,810,2022-12-17 08:49:12,3,0,0,2
3024,880,2022-12-17 08:49:22,3,0,0,1
3025,258,2022-12-17 08:49:49,2,29101,0,0
3026,925,2022-12-17 08:49:56,2,40833,0,0
3027,786,2022-12-17 08:50:09,2,18389,0,0
3028,985,2022-12-17 08:50:17,2,68869,0,0
3029,757,2022-12-17 08:50:25,3,0,0,2
3030,508,2022-12-17 08:51:10,3,0,0,1
3031,328,2022-12-17 08:51:18,1,-34298,52950,0
3032,293,2022-12-17 08:52:06,3,0,0,1
3033,904,2022-12-17 08:52:51,1,-82654,7982,0
3034,16,2022-12-17 08:53:09,2,35828,0,0
3035,404,2022-12-17 08:53:21,1,-68158,88766,0
3036,435,2022-12-17 08:54:08,3,0,0,2
3037,365,2022-12-17 08:54:52,1,-80945,8987,0
3038,35,2022-12-17 08:55:28,3,0,0,2
3039,337,2022-12-17 08:55:48,3,0,0,1
3040,926,2022-12-17 08:56:30,2,7463,0,0
3041,673,2022-12-17 08:56:39,3,0,0,1
3042,60,2022-12-17 08:57:17,3,0,0,1
3043,770,2022-12-17 08:57:49,1,-23892,178,0
3044,374,2022-12-17 08:58:16,2,50834,0,0
3045,790,2022-12-17 08:59:05,1,-2814,1563,0
3046,38,2022-12-17 08:59:46,2,80758,0,0
3047,766,2022-12-17 09:00:27,2,18580,0,0
3048,777,2022-12-17 09:01:01,3,0,0,1
3049,61,2022-12-17 09:01:24,2,72648,0,0
3050,810,2022-12-17 09:01:43,2,87931,0,0
3051,286,2022-12-17 09:01:53,3,0,0,1
3052,245,2022-12-17 09:02:17,3,0,0,2
3053,972,2022-12-17 09:02:33,1,-43216,79287,0
3054,461,2022-12-17 09:03:05,3,0,0,2
3055,134,2022-12-17 09:03:25,1,-58671,28707,0
3056,186,2022-12-17 09:04:15,3,0,0,2
3057,709,2022-12-17 09:04:55,1,-59725,99887,0
3058,625,2022-12-17 09:05:44,1,-76901,53287,0
3059,843,2022-12-17 09:06:04,1,-46137,92920,0
3060,820,2022-12-17 09:06:09,3,0,0,1
3061,559,2022-12-17 09:06:13,3,0,0,1
3062,712,2022-12-17 09:06:19,2,98249,0,0
3063,529,2022-12-17 09:06:56,2,28688,0,0
3064,819,2022-12-17 09:07:05,2,82591,0,0
3065,109,2022-12-17 09:07:43,1,-60637,92636,0
3066,19,2022-12-17 09:08:17,3,0,0,2
3067,46,2022-12-17 09:08:18,2,89235,0,0
3068,891,2022-12-17 09:08:59,3,0,0,2
3069,383,2022-12-17 09:09:09,2,30756,0,0
3070,577,2022-12-17 09:09:47,2,13595,0,0
3071,200,2022-12-17 09:10:23,1,-25634,4727,0
3072,590,2022-12-17 09:11:06,1,-1440,89371,0
3073,429,2022-12-17 09:11:56,3,0,0,1
3074,275,2022-12-17 09:12:28,1,-48146,72914,0
3075,636,2022-12-17 09:13:05,2,36395,0,0
3076,655,2022-12-17 09:13:27,3,0,0,2
3077,49,2022-12-17 09:14:13,2,56911,0,0
3078,55,2022-12-17 09:14:28,1,-56222,20868,0
3079,523,2022-12-17 09:15:05,3,0,0,1
3080,152,2022-12-17 09:15:36,1,-2214,5353,0
3081,947,2022-12-17 09:16:11,2,91703,0,0
3082,641,2022-12-17 09:16:20,2,34042,0,0
3083,375,2022-12-17 09:16:50,1,-86522,20977,0
3084,510,2022-12-17 09:17:02,3,0,0,1
3085,55,2022-12-17 09:17:12,2,74812,0,0
3086,301,2022-12-17 09:17:49,1,-38761,68081,0
3087,551,2022-12-17 09:18:20,3,0,0,1
3088,926,2022-12-17 09:18:58,3,0,0,1
3089,384,2022-12-17 09:19:04,3,0,0,2
3090,742,2022-12-17 09:19:43,3,0,0,2
3091,988,2022-12-17 09:19:47,3,0,0,1
3092,625,2022-12-17 09:20:33,3,0,0,1
3093,901,2022-12-17 09:20:59,1,-13841,46036,0
3094,515,2022-12-17 09:21:14,1,-6040,3753,0
3095,899,2022-12-17 09:21:19,1,-15534,9576,0
3096,791,2022-12-17 09:21:57,3,0,0,2
3097,539,2022-12-17 09:22:07,3,0,0,1
3098,676,2022-12-17 09:22:53,2,47077,0,0
3099,628,2022-12-17 09:23:03,2,95023,0,0
3100,516,2022-12-17 09:23:26,3,0,0,1
3101,141,2022-12-17 09:23:53,2,39129,0,0
3102,633,2022-12-17 09:24:31,3,0,0,1
3103,699,2022-12-17 09:25:03,2,88041,0,0
3104,168,2022-12-17 09:25:11,3,0,0,1
3105,552,2022-12-17 09:25:16,1,-38337,93632,0
3106,724,2022-12-17 09:26:00,3,0,0,1
3107,423,2022-12-17 09:26:43,1,-64554,87398,0
3108,183,2022-12-17 09:26:58,2,44336,0,0
3109,867,2022-12-17 09:27:44,3,0,0,1
3110,453,2022-12-17 09:28:26,1,-16912,58890,0
3111,66,2022-12-17 09:28:37,3,0,0,2
3112,253,2022-12-17 09:28:39,2,42840,0,0
3113,220,2022-12-17 09:29:10,1,-1621,91962,0
3114,870,2022-12-17 09:29:39,1,-11733,30826,0
3115,202,2022-12-17 09:29:48,3,0,0,1
3116,711,2022-12-17 09:30:01,2,43669,0,0
3117,744,2022-12-17 09:30:18,1,-96739,64430,0
3118,174,2022-12-17 09:30:24,2,86038,0,0
3119,743,2022-12-17 09:31:09,3,0,0,1
3120,806,2022-12-17 09:31:31,3,0,0,1
3121,594,2022-12-17 09:32:16,3,0,0,1
3122,412,2022-12-17 09:32:47,2,37776,0,0
3123,489,2022-12-17 09:32:50,3,0,0,1
3124,147,2022-12-17 09:33:37,3,0,0,1
3125,371,2022-12-17 09:33:43,2,49137,0,0
3126,164,2022-12-17 09:34:18,3,0,0,2
3127,871,2022-12-17 09:34:29,1,-24105,71016,0
3128,804,2022-12-17 09:34:48,1,-48599,92899,0
3129,50,2022-12-17 09:35:10,3,0,0,2
3130,635,2022-12-17 09:35:39,3,0,0,2
3131,929,2022-12-17 09:36:28,1,-60109,32757,0
3132,274,2022-12-17 09:36:58,2,28739,0,0
3133,550,2022-12-17 09:37:33,2,82270,0,0
3134,574,2022-12-17 09:38:13,2,37249,0,0
3135,561,2022-12-17 09:38:49,1,-78867,51986,0
3136,717,2022-12-17 09:38:57,2,36188,0,0
3137,284,2022-12-17 09:39:06,3,0,0,2
3138,9,2022-12-17 09:39:16,2,77438,0,0
3139,130,2022-12-17 09:39:32,2,53438,0,0
3140,906,2022-12-17 09:40:03,1,-56370,90685,0
3141,606,2022-12-17 09:40:20,3,0,0,2
3142,341,2022-12-17 09:40:58,3,0,0,2
3143,348,2022-12-17 09:41:03,2,55028,0,0
3144,791,2022-12-17 09:41:12,1,-49386,97847,0
3145,46,2022-12-17 09:41:26,1,-40707,81875,0
3146,112,2022-12-17 09:41:35,2,79231,0,0
3147,129,2022-12-17 09:42:04,2,58419,0,0
3148,888,2022-12-17 09:42:12,1,-77105,42815,0
3149,728,2022-12-17 09:42:24,3,0,0,1
3150,490,2022-12-17 09:42:48,1,-13075,57622,0
3151,629,2022-12-17 09:42:54,2,7902,0,0
3152,198,2022-12-17 09:43:21,2,8702,0,0
3153,893,2022-12-17 09:43:48,2,82560,0,0
3154,56,2022-12-17 09:44:34,3,0,0,2
3155,978,2022-12-17 09:44:51,1,-46100,50171,0
3156,407,2022-12-17 09:45:24,1,-52912,17719,0
3157,411,2022-12-17 09:46:00,3,0,0,2
3158,767,2022-12-17 09:46:09,1,-33283,95318,0
3159,408,2022-12-17 09:46:41,2,55289,0,0
3160,175,2022-12-17 09:47:31,2,32966,0,0
3161,787,2022-12-17 09:47:47,1,-46607,87368,0
3162,967,2022-12-17 09:47:49,1,-51665,4562,0
3163,889,2022-12-17 09:48:01,2,91943,0,0
3164,270,2022-12-17 09:48:48,1,-2459,78359,0
3165,951,2022-12-17 09:48:56,2,68992,0,0
3166,756,2022-12-17 09:48:57,3,0,0,2
3167,494,2022-12-17 09:49:32,2,72947,0,0
3168,765,2022-12-17 09:49:51,3,0,0,1
3169,869,2022-12-17 09:50:03,2,60574,0,0
3170,740,2022-12-17 09:50:28,3,0,0,1
3171,118,2022-12-17 09:51:08,1,-35944,56444,0
3172,368,2022-12-17 09:51:28,2,51865,0,0
3173,866,2022-12-17 09:51:30,1,-82491,22585,0
3174,557,2022-12-17 09:52:12,1,-25530,2358,0
3175,90,2022-12-17 09:52:54,3,0,0,1
3176,236,2022-12-17 09:53:38,1,-44513,18320,0
3177,22,2022-12-17 09:54:24,1,-84416,60480,0
3178,439,2022-12-17 09:54:55,3,0,0,1
3179,701,2022-12-17 09:55:16,2,34268,0,0
3180,298,2022-12-17 09:55:54,1,-87553,59433,0
3181,117,2022-12-17 09:56:14,2,84898,0,0
3182,524,2022-12-17 09:56:29,1,-47026,28899,0
3183,510,2022-12-17 09:57:00,2,72815,0,0
3184,365,2022-12-17 09:57:04,1,-37874,76030,0
3185,582,2022-12-17 09:57:19,1,-43967,86498,0
3186,693,2022-12-17 09:57:32,3,0,0,1
3187,700,2022-12-17 09:58:02,3,0,0,1
3188,868,2022-12-17 09:58:24,3,0,0,1
3189,696,2022-12-17 09:58:43,3,0,0,1
3190,199,2022-12-17 09:59:08,3,0,0,1
3191,543,2022-12-17 09:59:10,2,29585,0,0
3192,480,2022-12-17 09:59:31,1,-90796,12546,0
3193,140,2022-12-17 09:59:56,3,0,0,2
3194,724,2022-12-17 10:00:24,1,-11669,80833,0
3195,430,2022-12-17 10:00:50,3,0,0,2
3196,676,2022-12-17 10:01:14,3,0,0,2
3197,972,2022-12-17 10:01:20,2,78388,0,0
3198,962,2022-12-17 10:01:34,1,-76073,49902,0
3199,988,2022-12-17 10:02:20,1,-37521,43357,0
3200,265,2022-12-17 10:02:49,3,0,0,2
3201,162,2022-12-17 10:03:22,3,0,0,2
3202,614,2022-12-17 10:03:36,2,61266,0,0
3203,392,2022-12-17 10:03:56,1,-20102,77283,0
3204,441,2022-12-17 10:04:38,3,0,0,2
3205,967,2022-12-17 10:05:06,1,-84762,36492,0
3206,600,2022-12-17 10:05:39,1,-64687,99784,0
3207,958,2022-12-17 10:05:58,1,-75764,40741,0
3208,358,2022-12-17 10:06:15,2,36074,0,0
3209,456,2022-12-17 10:06:54,1,-80516,58374,0
3210,984,2022-12-17 10:07:15,2,32732,0,0
3211,598,2022-12-17 10:07:53,3,0,0,1
3212,440,2022-12-17 10:08:09,1,-54432,95829,0
3213,563,2022-12-17 10:08:45,2,16185,0,0
3214,42,2022-12-17 10:08:58,3,0,0,1
3215,319,2022-12-17 10:09:47,1,-40342,29016,0
3216,861,2022-12-17 10:09:54,1,-36862,98116,0
3217,687,2022-12-17 10:10:21,1,-88691,20484,0
3218,827,2022-12-17 10:10:50,1,-49932,36204,0
3219,700,2022-12-17 10:10:58,3,0,0,1
3220,413,2022-12-17 10:11:00,3,0,0,2
3221,717,2022-12-17 10:11:38,1,-10400,36624,0
3222,121,2022-12-17 10:12:24,1,-53504,87394,0
3223,765,2022-12-17 10:12:49,2,37233,0,0
3224,284,2022-12-17 10:13:01,1,-91947,990,0
3225,571,2022-12-17 10:13:34,2,39404,0,0
3226,738,2022-12-17 10:13:58,2,30116,0,0
3227,637,2022-12-17 10:14:27,2,21577,0,0
3228,764,2022-12-17 10:14:53,2,12175,0,0
3229,704,2022-12-17 10:15:43,2,27424,0,0
3230,466,2022-12-17 10:15:52,3,0,0,2
3231,488,2022-12-17 10:16:25,3,0,0,2
3232,514,2022-12-17 10:17:01,1,-43004,19292,0
3233,842,2022-12-17 10:17:05,3,0,0,1
3234,453,2022-12-17 10:17:22,1,-96546,55668,0
3235,763,2022-12-17 10:17:59,3,0,0,1
3236,182,2022-12-17 10:18:15,3,0,0,2
3237,897,2022-12-17 10:19:00,1,-53660,67281,0
3238,84,2022-12-17 10:19:37,2,44918,0,0
3239,229,2022-12-17 10:19:48,2,54152,0,0
3240,78,2022-12-17 10:20:04,1,-58892,65864,0
3241,107,2022-12-17 10:20:40,2,50303,0,0
3242,161,2022-12-17 10:21:15,1,-8828,74506,0
3243,119,2022-12-17 10:22:01,1,-55163,44749,0
3244,414,2022-12-17 10:22:14,3,0,0,1
3245,288,2022-12-17 10:22:15,2,74807,0,0
3246,817,2022-12-17 10:22:55,3,0,0,2
3247,789,2022-12-17 10:23:36,1,-21109,88576,0
3248,266,2022-12-17 10:24:08,2,66716,0,0
3249,73,2022-12-17 10:24:15,3,0,0,1
3250,829,2022-12-17 10:24:48,2,25030,0,0
3251,760,2022-12-17 10:24:56,3,0,0,2
3252,181,2022-12-17 10:25:31,3,0,0,2
3253,132,2022-12-17 10:25:47,3,0,0,2
3254,194,2022-12-17 10:26:11,1,-51946,33862,0
3255,117,2022-12-17 10:26:52,2,6365,0,0
3256,283,2022-12-17 10:27:06,2,36011,0,0
3257,102,2022-12-17 10:27:30,2,66186,0,0
3258,57,2022-12-17 10:27:48,3,0,0,2
3259,362,2022-12-17 10:27:50,2,40343,0,0
3260,805,2022-12-17 10:28:11,2,63857,0,0
3261,844,2022-12-17 10:28:54,2,8906,0,0
3262,547,2022-12-17 10:29:28,2,90014,0,0
3263,361,2022-12-17 10:29:53,1,-35775,4324,0
3264,681,2022-12-17 10:30:04,1,-29832,63104,0
3265,522,2022-12-17 10:30:10,1,-40232,6100,0
3266,244,2022-12-17 10:30:38,3,0,0,2
3267,555,2022-12-17 10:31:24,1,-32413,45283,0
3268,470,2022-12-17 10:31:40,3,0,0,1
3269,332,2022-12-17 10:32:28,2,57397,0,0
3270,273,2022-12-17 10:32:44,1,-29658,95534,0
3271,381,2022-12-17 10:32:58,3,0,0,1
3272,389,2022-12-17 10:33:15,1,-12138,73667,0
3273,113,2022-12-17 10:33:46,1,-82931,94989,0
3274,555,2022-12-17 10:33:47,3,0,0,1
3275,261,2022-12-17 10:33:53,2,3402,0,0
3276,889,2022-12-17 10:34:12,2,27315,0,0
3277,700,2022-12-17 10:34:29,3,0,0,1
3278,18,2022-12-17 10:34:58,1,-47914,72010,0
3279,438,2022-12-17 10:35:05,2,57559,0,0
3280,752,2022-12-17 10:35:07,3,0,0,1
3281,307,2022-12-17 10:35:41,1,-35753,99796,0
3282,878,2022-12-17 10:36:17,2,68338,0,0
3283,196,2022-12-17 10:36:33,1,-7836,36939,0
3284,232,2022-12-17 10:37:14,2,56019,0,0
3285,605,2022-12-17 10:37:42,1,-25371,97479,0
3286,808,2022-12-17 10:38:31,1,-74835,24150,0
3287,355,2022-12-17 10:38:33,1,-22404,90816,0
3288,173,2022-12-17 10:38:39,1,-23937,7296,0
3289,192,2022-12-17 10:38:50,2,58882,0,0
3290,246,2022-12-17 10:39:30,2,15077,0,0
3291,624,2022-12-17 10:39:33,2,68843,0,0
3292,864,2022-12-17 10:40:06,2,95255,0,0
3293,753,2022-12-17 10:40:16,2,67966,0,0
3294,786,2022-12-17 10:41:02,2,17263,0,0
3295,449,2022-12-17 10:41:09,2,47677,0,0
3296,780,2022-12-17 10:41:13,3,0,0,1
3297,946,2022-12-17 10:41:21,1,-27869,39363,0
3298,709,2022-12-17 10:41:31,2,70119,0,0
3299,716,2022-12-17 10:42:08,1,-22533,69977,0
3300,807,2022-12-17 10:42:42,3,0,0,2
3301,317,2022-12-17 10:43:14,1,-88001,6996,0
3302,176,2022-12-17 10:43:20,1,-75015,89679,0
3303,566,2022-12-17 10:44:02,1,-41440,70639,0
3304,576,2022-12-17 10:44:16,1,-24407,82315,0
3305,172,2022-12-17 10:44:56,3,0,0,2
3306,478,2022-12-17 10:45:36,1,-67021,22444,0
3307,620,2022-12-17 10:46:10,3,0,0,1
3308,700,2022-12-17 10:46:28,2,1698,0,0
3309,89,2022-12-17 10:47:08,3,0,0,1
3310,425,2022-12-17 10:47:36,3,0,0,2
3311,72,2022-12-17 10:47:57,3,0,0,2
3312,931,2022-12-17 10:48:20,1,-84765,84442,0
3313,360,2022-12-17 10:49:04,2,61589,0,0
3314,934,2022-12-17 10:49:23,2,7324,0,0
3315,187,2022-12-17 10:49:28,2,58960,0,0
3316,426,2022-12-17 10:50:03,2,96983,0,0
3317,388,2022-12-17 10:50:37,1,-56804,43570,0
3318,200,2022-12-17 10:51:08,3,0,0,2
3319,184,2022-12-17 10:51:27,3,0,0,2
3320,641,2022-12-17 10:52:10,1,-94317,74689,0
3321,924,2022-12-17 10:52:32,2,27778,0,0
3322,114,2022-12-17 10:52:40,1,-86282,21045,0
3323,660,2022-12-17 10:52:47,2,69412,0,0
3324,536,2022-12-17 10:53:14,3,0,0,1
3325,124,2022-12-17 10:53:22,1,-78584,70923,0
3326,763,2022-12-17 10:53:40,1,-20813,57943,0
3327,110,2022-12-17 10:54:00,3,0,0,2
3328,585,2022-12-17 10:54:05,3,0,0,1
3329,653,2022-12-17 10:54:36,1,-18404,23551,0
3330,193,2022-12-17 10:55:13,1,-12048,75575,0
3331,869,2022-12-17 10:56:00,2,91624,0,0
3332,410,2022-12-17 10:56:18,2,39019,0,0
3333,847,2022-12-17 10:56:21,2,99648,0,0
3334,109,2022-12-17 10:56:52,1,-19523,46321,0
3335,837,2022-12-17 10:56:53,3,0,0,1
3336,612,2022-12-17 10:57:24,2,33246,0,0
3337,938,2022-12-17 10:57:46,3,0,0,2
3338,796,2022-12-17 10:57:50,2,97954,0,0
3339,492,2022-12-17 10:58:09,1,-20708,33467,0
3340,176,2022-12-17 10:58:54,2,22245,0,0
3341,778,2022-12-17 10:59:04,3,0,0,1
3342,417,2022-12-17 10:59:24,1,-52634,22060,0
3343,748,2022-12-17 10:59:41,1,-72564,74847,0
3344,216,2022-12-17 11:00:19,1,-16414,13565,0
3345,196,2022-12-17 11:00:53,3,0,0,1
3346,646,2022-12-17 11:01:19,1,-90032,24002,0
3347,258,2022-12-17 11:01:29,1,-30390,86557,0
3348,810,2022-12-17 11:01:57,3,0,0,1
3349,873,2022-12-17 11:02:12,3,0,0,1
3350,528,2022-12-17 11:02:24,1,-50819,61888,0
3351,325,2022-12-17 11:02:27,2,61917,0,0
3352,299,2022-12-17 11:03:00,1,-71333,84315,0
3353,950,2022-12-17 11:03:16,1,-11345,60070,0
3354,949,2022-12-17 11:03:51,3,0,0,2
3355,813,2022-12-17 11:04:11,1,-10981,15177,0
3356,68,2022-12-17 11:04:35,3,0,0,1
3357,368,2022-12-17 11:04:58,1,-40903,75261,0
3358,378,2022-12-17 11:05:23,1,-44233,39641,0
3359,555,2022-12-17 11:05:46,1,-96985,43937,0
3360,280,2022-12-17 11:06:24,3,0,0,1
3361,387,2022-12-17 11:06:56,3,0,0,2
3362,873,2022-12-17 11:07:17,3,0,0,1
3363,233,2022-12-17 11:07:51,2,40732,0,0
3364,707,2022-12-17 11:07:59,1,-23567,37179,0
3365,349,2022-12-17 11:08:15,2,5940,0,0
3366,855,2022-12-17 11:08:57,2,71250,0,0
3367,599,2022-12-17 11:09:27,1,-47262,83655,0
3368,834,2022-12-17 11:10:04,3,0,0,2
3369,852,2022-12-17 11:10:51,2,81914,0,0
3370,280,2022-12-17 11:11:28,2,88764,0,0
3371,302,2022-12-17 11:11:37,2,303,0,0
3372,882,2022-12-17 11:11:59,2,4125,0,0
3373,421,2022-12-17 11:12:45,3,0,0,1
3374,525,2022-12-17 11:12:53,1,-63763,27127,0
3375,825,2022-12-17 11:13:20,3,0,0,2
3376,643,2022-12-17 11:13:57,2,43061,0,0
3377,103,2022-12-17 11:14:31,2,95230,0,0
3378,181,2022-12-17 11:14:56,2,96883,0,0
3379,794,2022-12-17 11:15:08,1,-89568,8482,0
3380,417,2022-12-17 11:15:45,2,20055,0,0
3381,723,2022-12-17 11:15:47,2,73795,0,0
3382,585,2022-12-17 11:16:03,3,0,0,1
